rec_no,commodity,site_name,company_na,state_loca,county,latitude,longitude,plant_min
1337,"Crushed Stone","V. M. & M. Mining Quarry","V. M. & M. Mining, Inc.",Kentucky,Bell,36.7478,-83.75937,M/P
1338,"Crushed Stone","Bourbon Quarry","Bourbon Limestone Co.",Kentucky,Bourbon,38.2042,-84.2914,M/P
1339,"Crushed Stone","Danville Mine & Mill","Caldwell Stone Co., Inc.",Kentucky,Boyle,37.6264,-84.7464,M/P
1340,"Crushed Stone","Irvington Quarry","Hanson Aggregates Midwest, Inc.",Kentucky,Breckinridge,37.89495,-86.3035,M/P
1341,"Crushed Stone","Hardinsburg Quarry","White Stone Co.",Kentucky,Breckinridge,37.7671,-86.51352,M/P
1342,"Crushed Stone","Bullitt County Stone Co.","Rogers Group, Inc.",Kentucky,Bullitt,38.0353,-85.6797,M/P
1343,"Crushed Stone","Shepherdsville Quarry","Quality Stone & Ready Mix, Inc.",Kentucky,Bullitt,38.0294,-85.6833,M/P
1344,"Crushed Stone","Fredonia Quarry","Martin Marietta Aggregates",Kentucky,Caldwell,37.1755,-88.0325,M/P
1345,"Crushed Stone","Specialty Rock","Specialty Rock Products, Inc.",Kentucky,Caldwell,37.08943,-87.84238,M/P
1346,"Crushed Stone","Fredonia Quarry  (#293)","Martin Marietta Aggregates",Kentucky,Caldwell,37.17368,-88.03483,M/P
1347,"Crushed Stone","Rock Dust Products (#377)","Martin Marietta Aggregates",Kentucky,Caldwell,37.1753,-88.03063,M/P
1348,"Crushed Stone","Princeton Mine","Rogers Group, Inc.",Kentucky,Caldwell,37.0864,-87.8413,M/P
1349,"Crushed Stone","Mountain Materials ""Ra"" Quarry","Mountain Materials, Llc.",Kentucky,Carter,38.43983,-83.15567,M/P
1350,"Crushed Stone","Grassy Stone, Llc.","Grassy Stone, Llc.",Kentucky,Carter,38.48,-83.148,M/P
1351,"Crushed Stone","Aa Limestone","Hanson Aggregates Davon, Inc.",Kentucky,Carter,38.455,-83.0941,M/P
1352,"Crushed Stone","Mountain Materials Llc","Mountain Materials Llc",Kentucky,Carter,38.48911,-83.13557,M/P
1353,"Crushed Stone","Casey Stone Pit","Hinkle Contracting Co.",Kentucky,Casey,37.24595,-84.76937,M/P
1354,"Crushed Stone","Hopkinsville Aggregate Quarry","Rogers Group, Inc.",Kentucky,Christian,36.8122,-87.4664,M/P
1355,"Crushed Stone","Caldwell Quarry","Gaddie Shamrock, Inc.",Kentucky,Clinton,36.7069,-85.1619,M/P
1356,"Crushed Stone","Marion Quarry","Rogers Group, Inc.",Kentucky,Crittenden,37.4303,-88.0108,M/P
1357,"Crushed Stone","Tipton Ridge Quarry","Hinkle Contracting Co.",Kentucky,Estill,37.7078,-83.8931,M/P
1358,"Crushed Stone","Tipton Ridge Quarry","Hinkle Contracting Co.",Kentucky,Estill,37.7063,-83.8908,M/P
1359,"Crushed Stone","Central Quarry (#512)","Vulcan Materials Co.",Kentucky,Fayette,38.05668,-84.52323,M/P
1360,"Crushed Stone","Richmond Road Quarry (#510)","Vulcan Materials Co.",Kentucky,Fayette,37.91556,-84.36944,M/P
1361,"Crushed Stone","Flemingsburg Quarry","Hanson Aggregates Midwest, Inc.",Kentucky,Fleming,38.3769,-83.7383,M/P
1362,"Crushed Stone","Glenns Creek Mine & Mill","Harrod Concrete & Stone Co.",Kentucky,Franklin,38.1697,-84.8458,M/P
1363,"Crushed Stone","Sterling Materials","Sterling Ventures, Llc.",Kentucky,Gallatin,38.8327,-84.7536,M/P
1364,"Crushed Stone","Dix River Quarry","Dix River Stone, Inc.",Kentucky,Garrard,37.63932,-84.65618,M/P
1365,"Crushed Stone","Grayson County Quarry","Scottys Contracting & Stone Co., Inc.",Kentucky,Grayson,37.4722,-86.3047,M/P
1366,"Crushed Stone","Greensburg Quarry","Nally & Gibson Quarries, Inc.",Kentucky,Green,37.2372,-85.4897,M/P
1367,"Crushed Stone","Upton Quarry","Hanson Aggregates Midwest, Inc.",Kentucky,Hardin,37.4525,-85.8967,M/P
1368,"Crushed Stone","Fort Knox Quarry (#538)","Vulcan Materials Co.",Kentucky,Hardin,37.7834,-85.87913,M/P
1369,"Crushed Stone","Elizabethtown Quarry (#569)","Vulcan Materials Co.",Kentucky,Hardin,37.60255,-86.0212,M/P
1370,"Crushed Stone","Hardin County Quarry (#568)","Vulcan Materials Co.",Kentucky,Hardin,37.6347,-85.95385,M/P
1371,"Crushed Stone","Harlan Quarry","Nally & Haydon, Llc.",Kentucky,Harlan,36.8925,-83.3094,M/P
1372,"Crushed Stone","Horse Cave Quarry","Hart County Stone Co., Inc.",Kentucky,Hart,37.1806,-85.8792,M/P
1373,"Crushed Stone","Clover Bottom Underground Mine","M. A. Walker Co., Inc.",Kentucky,Jackson,37.45467,-84.03617,M/P
1374,"Crushed Stone","Jefferson County Stone","Rogers Group, Inc.",Kentucky,Jefferson,38.2647,-85.5058,M/P
1375,"Crushed Stone","Catnip Hill Underground","Lexington Quarry Co.",Kentucky,Jessamine,37.9286,-84.5619,M/P
1376,"Crushed Stone","Laurel Quarry","Hanson Aggregates Midwest, Inc.",Kentucky,Laurel,37.1519,-84.0927,M/P
1377,"Crushed Stone","Yellow Rock Quarry","Hanson Aggregates Midwest, Inc.",Kentucky,Lee,37.5803,-83.8036,M/P
1378,"Crushed Stone","Cumberland Quarry","Nally & Haydon, Llc.",Kentucky,Letcher,36.9997,-83.0358,M/P
1379,"Crushed Stone","Pine Mountain Stone, Llc.","Pine Mountain Stone, Llc.",Kentucky,Letcher,37.1925,-82.5769,M/P
1380,"Crushed Stone","Reed Quarry (#400)","Vulcan Materials Co.",Kentucky,Livingston,37.03388,-88.24698,M/P
1381,"Crushed Stone","Three Rivers Quarry  (#479)","Martin Marietta Aggregates",Kentucky,Livingston,37.19433,-88.385,M/P
1382,"Crushed Stone","Russellville Quarry","Hanson Aggregates Midwest, Inc.",Kentucky,Logan,36.8086,-86.8761,M/P
1383,"Crushed Stone","Boonesboro Quarry","The Allen Co, Inc.",Kentucky,Madison,37.9058,-84.2703,M/P
1384,"Crushed Stone","Lebanon Quarry","Nally & Haydon, Llc.",Kentucky,Marion,37.5386,-85.2758,M/P
1385,"Crushed Stone","Maysville (#257)","Martin Marietta Aggregates",Kentucky,Mason,38.64203,-83.72817,M/P
1386,"Crushed Stone","Maysville Mine","Carmeuse Lime & Stone, Inc.",Kentucky,Mason,38.6222,-83.67,M/P
1387,"Crushed Stone","Battletown Mine","Cemex, Inc.",Kentucky,Meade,38.0719,-86.2839,M/P
1388,"Crushed Stone","Brandenburg Quarry (#542)","Vulcan Materials Co.",Kentucky,Meade,37.98951,-86.09553,M/P
1389,"Crushed Stone","Riverside Stone Mine","Riverside Stone Co.",Kentucky,Meade,38.1222,-86.37,M/P
1390,"Crushed Stone","Menifee Stone","The Walker Co.",Kentucky,Menifee,37.9375,-83.6569,M/P
1391,"Crushed Stone","Mercer Stone Co.","Mercer Stone Co.",Kentucky,Mercer,37.7569,-84.8139,M/P
1392,"Crushed Stone","Monroe County Quarry","Scottys Contracting & Stone Co., Inc.",Kentucky,Monroe,36.7045,-85.70583,M/P
1393,"Crushed Stone","Montgomery Stone","The Walker Co. Of Kentucky, Inc.",Kentucky,Montgomery,38.1097,-84.0728,M/P
1394,"Crushed Stone","Powell Stone","The Walker Co.",Kentucky,Montgomery,37.9097,-83.8644,M/P
1395,"Crushed Stone","Quarry #1","Greenville Quarries, Inc.",Kentucky,Muhlenberg,37.0897,-87.1939,M/P
1396,"Crushed Stone","Bardstown Quarry","American Limestone Co., Inc.",Kentucky,Nelson,37.8181,-85.4411,M/P
1397,"Crushed Stone","Hartford Quarry","American Limestone Co., Inc.",Kentucky,Ohio,37.5325,-86.78333,M/P
1398,"Crushed Stone","Oldham County Stone","Rogers Group, Inc.",Kentucky,Oldham,38.3481,-85.5047,M/P
1399,"Crushed Stone","Rock Springs Mine","Liter's Quarry, Inc.",Kentucky,Oldham,38.32965,-85.53723,M/P
1400,"Crushed Stone","Butler Quarry","Hilltop Stone Llc.",Kentucky,Pendleton,38.7989,-84.3389,M/P
1401,"Crushed Stone","Black River Operation","Carmeuse Lime & Stone, Inc.",Kentucky,Pendleton,38.8444,-84.2433,M/P
1402,"Crushed Stone","Elkhorn Stone, Inc.","Elkhorn Stone, Inc.",Kentucky,Pike,37.27483,-82.366,M/P
1403,"Crushed Stone","Natural Bridgestone","Hinkle Contracting Co.",Kentucky,Powell,37.81867,-83.778,M/P
1404,"Crushed Stone","Somerset Stone Co.","Somerset Stone Co.",Kentucky,Pulaski,37.1067,-84.5811,M/P
1405,"Crushed Stone","Lake Cumberland Stone","Lake Cumberland Stone",Kentucky,Pulaski,36.95783,-84.57717,M/P
1406,"Crushed Stone","Pulaski Quarry","Hanson Aggregates Midwest, Inc.",Kentucky,Pulaski,37.14643,-84.46533,M/P
1407,"Crushed Stone","Southeast Kentucky Stone","Elmo Greer & Sons Quarry, Llc.",Kentucky,Pulaski,37.1602,-84.4177,M/P
1408,"Crushed Stone","Mt. Vernon Quarry","Hanson Aggregates Midwest, Inc.",Kentucky,Rockcastle,37.3536,-84.3497,M/P
1409,"Crushed Stone","Georgetown Quarry","Nally & Gibson Georgetown, Llc.",Kentucky,Scott,38.2058,-84.525,M/P
1410,"Crushed Stone","Franklin Quarry","Hanson Aggregates Midwest, Inc.",Kentucky,Simpson,36.81967,-86.56133,M/P
1411,"Crushed Stone","Canton Quarry","Rogers Group, Inc.",Kentucky,Trigg,36.8064,-87.9453,M/P
1412,"Crushed Stone","Bowling Green South Quarry","American Limestone Co., Inc.",Kentucky,Warren,37.01417,-86.48267,M/P
1413,"Crushed Stone","Bowling Green North Quarry","Rinker Materials South Central, Inc.",Kentucky,Warren,37.0519,-86.3358,M/P
1414,"Crushed Stone","Springfield Quarry","Nally & Gibson Quarries, Inc.",Kentucky,Washington,37.66103,-85.27786,M/P
1415,"Crushed Stone","Bassett Stone Co.","Bassett Stone Co.",Kentucky,Wayne,36.828,-84.83367,M/P
1416,"Crushed Stone","Poland Crushed Stone","Pike Industries, Inc.",Maine,Androscoggin,44.0458,-70.06,M/P
1417,"Crushed Stone","Westbrook Quarry & Mill","Blue Rock Industries",Maine,Cumberland,43.72819,-70.30806,M/P
1418,"Crushed Stone","Brandy Brook Quarry","R. J. Ground & Sons",Maine,Cumberland,43.6849,-70.3866,M/P
1419,"Crushed Stone","Sidney Quarry & Mill","Blue Rock Industries",Maine,Kennebec,44.35614,-69.83925,M/P
1420,"Crushed Stone","Thomaston Cement Plant","Dragon Products Co.",Maine,Knox,44.0783,-69.1833,M/P
1421,"Crushed Stone","Odlin Road Quarry & Mill","Lane Construction Corp.",Maine,Penobscot,44.76886,-68.86386,M/P
1422,"Crushed Stone","Topsham Pit & Mill","Harry C.  Crooker & Sons, Inc.",Maine,Sagadahoc,43.94072,-69.97369,M/P
1423,"Crushed Stone","Belfast Quarry & Mill","Lane Construction Corp.",Maine,Waldo,44.5835,-69.33516,M/P
1424,"Crushed Stone","Bedrock Quarry","Allegany Aggregates, Inc.",Maryland,Allegany,39.70257,-78.63328,M/P
1425,"Crushed Stone","Greenspring Quarry","Florida Rock Industries, Inc.",Maryland,Baltimore,39.3833,-76.6964,M/P
1426,"Crushed Stone","Texas Quarry","Lafarge North America, Inc.",Maryland,Baltimore,39.4625,-76.6447,M/P
1427,"Crushed Stone","Marriottsville Quarry","Lafarge North America, Inc.",Maryland,Baltimore,39.3686,-76.8822,M/P
1428,"Crushed Stone","Calcium Carbonate Mine","Ecca Calcium Products, Inc.",Maryland,Baltimore,39.4625,-76.6447,M/P
1429,"Crushed Stone","Medford Quarry","Lafarge North America, Inc.",Maryland,Carroll,39.5525,-77.0464,M/P
1430,"Crushed Stone","North East Quarry","Maryland Materials, Inc.",Maryland,Cecil,39.64005,-75.92947,M/P
1431,"Crushed Stone","Elk Mills Quarry","D. M. Stoltzfus & Son, Inc.",Maryland,Cecil,39.6583,-75.8139,M/P
1432,"Crushed Stone","Essroc Quarry","Essroc Materials, Inc.",Maryland,Frederick,39.3433,-77.51,M/P
1433,"Crushed Stone","Sw Barrick & Sons Quarry","Laurel Sand & Gravel, Inc.",Maryland,Frederick,39.5583,-77.3114,M/P
1434,"Crushed Stone","Frederick Quarry","Lafarge North America, Inc.",Maryland,Frederick,39.4083,-77.3983,M/P
1435,"Crushed Stone","Union Bridge Quarry","Lehigh Cement Co.",Maryland,Frederick,39.55714,-77.17231,M/P
1436,"Crushed Stone","Maryland Stone, Inc.","Florida Rock Industries, Inc.",Maryland,Frederick,39.33686,-77.43039,M/P
1437,"Crushed Stone","Savage Quarry","Maryland Minerals, Inc.",Maryland,Garrett,39.58372,-79.38494,M/P
1438,"Crushed Stone","Deep Creek Quarry, Llc.","Deep Creek Quarry, Llc.",Maryland,Garrett,39.56833,-79.38439,M/P
1439,"Crushed Stone","Thayerville Mine","Maryland Minerals, Inc.",Maryland,Garrett,39.50377,-79.3368,M/P
1440,"Crushed Stone","Havre De Grace Quarry","Florida Rock Industries, Inc.",Maryland,Harford,39.57075,-76.10663,M/P
1441,"Crushed Stone","Churchville Quarry","Lafarge North America, Inc.",Maryland,Harford,39.5253,-76.2589,M/P
1442,"Crushed Stone","Havre De Grace Quarry","Florida Rock Industries, Inc.",Maryland,Harford,39.57126,-76.10814,M/P
1443,"Crushed Stone","Rockville Quarry","Aggregate Industries, Inc.",Maryland,Montgomery,39.1047,-77.1942,M/P
1444,"Crushed Stone","Security Quarry","St. Lawrence Cement, Llc.",Maryland,Washington,39.65308,-77.66233,M/P
1445,"Crushed Stone","Pinesburg Quarry","Martin Marietta Aggregates",Maryland,Washington,39.6175,-77.8758,M/P
1446,"Crushed Stone","Boonsboro Quarry","Martin Marietta Aggregates",Maryland,Washington,39.5331,-77.6472,M/P
1447,"Crushed Stone","Beaver Creek Quarry","H. B. Mellott Estate, Inc.",Maryland,Washington,39.5969,-77.6347,M/P
1448,"Crushed Stone","West Stockbridge Quarry Plant #6","John S. Lane & Son, Inc.",Massachusetts,Berkshire,42.31867,-73.37306,M/P
1449,"Crushed Stone","Lee Plant","Oldcastle Stone Products",Massachusetts,Berkshire,42.1739,-73.1219,M/P
1450,"Crushed Stone","Adams Quarry","Specialty Minerals, Inc.",Massachusetts,Berkshire,42.64486,-73.114,M/P
1451,"Crushed Stone","Acushnet Quarry","Tilcon Capaldi, Inc.",Massachusetts,Bristol,41.6735,-70.9025,M/P
1452,"Crushed Stone","Taunton Quarry","Aggregate Industries, Inc.",Massachusetts,Bristol,41.92503,-71.11061,M/P
1453,"Crushed Stone","Peabody Plant","Aggregate Industries, Inc.",Massachusetts,Essex,42.5125,-70.93656,M/P
1454,"Crushed Stone","Swampscott Quarry","Aggregate Industries, Inc.",Massachusetts,Essex,42.48489,-70.91603,M/P
1455,"Crushed Stone","Saugus Quarry","Aggregate Industries, Inc.",Massachusetts,Essex,42.43792,-70.98908,M/P
1456,"Crushed Stone","East Deerfield Quarry","Trew Corp.",Massachusetts,Franklin,42.51811,-72.56858,M/P
1457,"Crushed Stone","Northfield Plant #38","The Lane Construction Corp.",Massachusetts,Franklin,42.6969,-72.4831,M/P
1458,"Crushed Stone","Westfield Quarry Plant #1","John S. Lane & Son, Inc.",Massachusetts,Hampden,42.0903,-72.4808,M/P
1459,"Crushed Stone","Amherst Quarry Plant #5","John S. Lane & Son, Inc.",Massachusetts,Hampshire,42.30328,-72.52683,M/P
1460,"Crushed Stone","Ashland Quarry","Aggregate Industries, Inc.",Massachusetts,Middlesex,42.23222,-71.47539,M/P
1461,"Crushed Stone","Dracut  Plant","Brox Industries, Inc.",Massachusetts,Middlesex,42.33804,-71.54103,M/P
1462,"Crushed Stone","Dracut Plant","P. J. Keating Co.",Massachusetts,Middlesex,42.4139,-71.1842,M/P
1463,"Crushed Stone","Littleton Quarry","Aggregate Industries, Inc.",Massachusetts,Middlesex,42.54961,-71.51886,M/P
1464,"Crushed Stone","Westford Quarry","Roma Stone Corp.",Massachusetts,Middlesex,42.64075,-71.42053,M/P
1465,"Crushed Stone","Wrentham Quarry","S. M. Lorusso & Sons, Inc.",Massachusetts,Norfolk,42.0545,-71.34786,M/P
1466,"Crushed Stone","Wrentham Quarry","Aggregate Industries, Inc.",Massachusetts,Norfolk,42.02872,-71.35392,M/P
1467,"Crushed Stone","Masslite Operations","Lorusso Corp",Massachusetts,Norfolk,42.01757,-71.34908,M/P
1468,"Crushed Stone","Blue Hill-Braintree","S. M. Lorusso & Sons, Inc.",Massachusetts,Norfolk,42.14408,-71.26681,M/P
1469,"Crushed Stone","Jacks Folly Operation - Crushed Stone Only","Casoli Sand & Gravel, Inc.",Massachusetts,Plymouth,42.04525,-70.88356,M/P
1470,"Crushed Stone","West Roxbury Crushed Stone Quarry","S. M. Lorusso & Sons, Inc.",Massachusetts,Suffolk,42.26728,-71.15847,M/P
1471,"Crushed Stone","Holden Quarry","Holden Trap Rock Co.",Massachusetts,Worcester,42.36828,-71.90522,M/P
1472,"Crushed Stone","Pandolf Quarry","Pandolf-Perkins Co., Inc.",Massachusetts,Worcester,42.41678,-71.77698,M/P
1473,"Crushed Stone","Keating Quarry & Mill","P. J. Keating Co.",Massachusetts,Worcester,42.54042,-71.69072,M/P
1474,"Crushed Stone","Oxford Quarry Plant #8","John S. Lane & Son, Inc.",Massachusetts,Worcester,42.12,-72.0531,M/P
1475,"Crushed Stone","Blackstone Plant","Kimball Sand Co., Inc.",Massachusetts,Worcester,42.0547,-71.5233,M/P
1476,"Crushed Stone","Alpena Plant Great Lakes","Lafarge North America, Inc.",Michigan,Alpena,45.0847,-83.3986,M/P
1477,"Crushed Stone","Long Lake Avenue Quarry","Specification Stone Products, Inc.",Michigan,Alpena,45.08496,-83.42703,M/P
1478,"Crushed Stone","Fussey Quarry","R. E. Glancy, Inc.",Michigan,Alpena,45.09789,-83.42141,M/P
1479,"Crushed Stone","Omer Quarry","R. E. Glancy, Inc.",Michigan,Arenac,44.0861,-83.8514,M/P
1480,"Crushed Stone","Apache Plant #3","R. E. Glancy, Inc.",Michigan,Arenac,44.0871,-83.8474,M/P
1481,"Crushed Stone","Charlevoix Plant","Cemex, Inc.",Michigan,Charlevoix,45.315,-85.2617,M/P
1482,"Crushed Stone","Afton Stone Quarry","R. E. Glancy, Inc.",Michigan,Cheboygan,45.38144,-84.49654,M/P
1483,"Crushed Stone","Drummond Dolomite Quarry","Osborne Materials Co.",Michigan,Chippewa,45.96306,-83.77042,M/P
1484,"Crushed Stone","Bichler Quarry","Bichler Gravel & Concrete Co.",Michigan,Delta,45.78989,-87.08982,M/P
1485,"Crushed Stone","Crushed Limestone Operation","F. G. Cheney Limestone Co., Inc.",Michigan,Eaton,42.4456,-85.0347,M/P
1486,"Crushed Stone","Crushed Limestone Operation","Wallace Stone Plant",Michigan,Huron,43.9161,-83.3236,M/P
1487,"Crushed Stone","Wallac Stone Quarry","Burroughs Materials Corp.",Michigan,Huron,43.83748,-83.32704,M/P
1488,"Crushed Stone","Cedarville Plant","Michigan Limestone Operations, Inc.",Michigan,Mackinac,46.05,-84.2903,M/P
1489,"Crushed Stone","Empire Crushing Mill","Lindberg A. & Sons, Inc.",Michigan,Marquette,46.4572,-87.5431,M/P
1490,"Crushed Stone","Dundee Plant","Holcim (Us), Inc.",Michigan,Monroe,41.9567,-83.6617,M/P
1491,"Crushed Stone","Ottawa Lake Quarry","Stoneco, Inc.",Michigan,Monroe,41.7528,-83.6611,M/P
1492,"Crushed Stone","Maybee Quarry","Stoneco, Inc.",Michigan,Monroe,42.0139,-83.5083,M/P
1493,"Crushed Stone","Rockwood Stone","Rockwood Quarry, Llc.",Michigan,Monroe,42.01956,-83.2203,M/P
1494,"Crushed Stone","Newport Quarry","Thompson-Mccully Co.",Michigan,Monroe,42.0051,-83.23915,M/P
1495,"Crushed Stone","Denniston Quarry","Hanson Aggregates Midwest, Inc.",Michigan,Monroe,41.89541,-83.43294,M/P
1496,"Crushed Stone","Stoneport Quarry","Lafarge North America, Inc.",Michigan,"Presque Isle",45.2911,-83.4342,M/P
1497,"Crushed Stone","Calcite Plant","Michigan Limestone Operations, Inc.",Michigan,"Presque Isle",45.4142,-83.7881,M/P
1498,"Crushed Stone","Port Inland Plant","Michigan Limestone Operations, Inc.",Michigan,Schoolcraft,45.9767,-85.87459,M/P
1499,"Crushed Stone","Port Inland Plant","Michigan Limestone Operations, Inc.",Michigan,Schoolcraft,45.9764,-85.8967,M/P
1500,"Crushed Stone","Sibley Limestone","Sibley Limestone, Llc.",Michigan,Wayne,42.16563,-83.1828,M/P
1501,"Crushed Stone","Wayne County Crushed & Broken Operation","Edward C. Levy Co.",Michigan,Wayne,42.3015,-83.20483,M/P
1502,"Crushed Stone","Crushed Granite Operation","Ortonville Stone Co.",Minnesota,"Big Stone",45.2655,-96.39507,M/P
1503,"Crushed Stone","Crushed Limestone Operation","Southern Minnesota Construction Co., Inc.",Minnesota,"Blue Earth",44.21613,-93.99689,M/P
1504,"Crushed Stone","Everist Operation","L. G. Everist, Inc.",Minnesota,"Blue Earth",44.19852,-93.98103,M/P
1505,"Crushed Stone","Crushed Stone Operation","Southern Minnesota Construction Co., Inc.",Minnesota,"Blue Earth",44.1455,-93.98083,M/P
1506,"Crushed Stone","Burnsville Quarry","Edward Kraemer & Sons, Inc.",Minnesota,Dakota,44.78295,-93.29875,M/P
1507,"Crushed Stone","Hastings Quarry","Solberg Aggregate Co.",Minnesota,Dakota,44.755,-93.03867,M/P
1508,"Crushed Stone","Hastings Quarry","Aggregate Industries, Inc.",Minnesota,Dakota,44.77179,-93.03033,M/P
1509,"Crushed Stone","Mantorville Quarry","Stussy Construction Inc.",Minnesota,Dodge,44.05835,-92.74776,M/P
1510,"Crushed Stone","Sorum  Quarry","Orval Sorum & Sons",Minnesota,Fillmore,43.6359,-91.9474,M/P
1511,"Crushed Stone","Kielmeyer Goodhue County Limestone","Kielmeyer Construction Co.",Minnesota,Goodhue,44.40643,-92.92325,M/P
1512,"Crushed Stone","Luhman Quarry & Mill","Luhmans Construction Co.",Minnesota,Goodhue,44.5822,-92.6841,M/P
1513,"Crushed Stone","Red Wing Plant","Aggregate Industries, Inc.",Minnesota,Goodhue,44.5336,-92.6601,M/P
1514,"Crushed Stone","Gengier Quarry","Roverud Construction",Minnesota,Houston,43.6382,-91.44231,M/P
1515,"Crushed Stone","Underpass Quarry","Roverud Construction, Inc.",Minnesota,Houston,43.55123,-91.70052,M/P
1516,"Crushed Stone","New Ulm Quarzite Quarry","New Ulm Quartzite Quarries, Inc.",Minnesota,Nicollet,44.28826,-94.39938,M/P
1517,"Crushed Stone","Rock Dell Quarry","Stussy Construction Inc.",Minnesota,Olmsted,43.9134,-92.6282,M/P
1518,"Crushed Stone","Mayowood Quarry","Stussy Construction, Inc.",Minnesota,Olmsted,43.95695,-92.52763,M/P
1519,"Crushed Stone","Gneiss Valley Aggregates Operation","Southern Minnesota Construction Co., Inc.",Minnesota,Renville,44.56361,-94.95333,M/P
1520,"Crushed Stone","Rice County Quarries","Kielmeyer Construction Co.",Minnesota,Rice,44.35438,-93.09332,M/P
1521,"Crushed Stone","St. Cloud Quarry","Martin Marietta Aggregates",Minnesota,Stearns,45.55173,-94.22875,M/P
1522,"Crushed Stone","Larson Plant","Aggregate Industries, Inc.",Minnesota,Washington,44.79551,-93.01148,M/P
1523,"Crushed Stone","Scandia Crushing & Wash Plant","Barton Sand & Gravel",Minnesota,Washington,45.27403,-92.87634,M/P
1524,"Crushed Stone","Yellow Medicine Quarry","Martin Marietta Aggregates",Minnesota,"Yellow Medicine",44.82664,-95.57469,M/P
1525,"Crushed Stone","Artesia Quarry","Holcim (Us) Inc",Mississippi,Lowndes,33.4167,-88.6433,M/P
1526,"Crushed Stone","Breit Quarry","Martin Marietta Aggregates",Missouri,Andrew,39.89419,-94.81867,M/P
1527,"Crushed Stone","Amazonia Quarry","Ideker, Inc.",Missouri,Andrew,39.8955,-94.90617,M/P
1528,"Crushed Stone","Purdy Quarry","Hutchens Construction Co.",Missouri,Barry,36.8375,-93.87394,M/P
1529,"Crushed Stone","Eagle Rock Quarry","Hutchens Construction Co.",Missouri,Barry,36.55469,-93.75169,M/P
1530,"Crushed Stone","Jenkins Quarry","Barry County Ready Mix Co.",Missouri,Barry,36.68628,-93.87717,M/P
1531,"Crushed Stone","Quarry #15","Midwest Minerals, Inc.",Missouri,Barton,37.35533,-94.23192,M/P
